road,direction,mode,total_uses,00:00–01:00,01:00–02:00,02:00–03:00,03:00–04:00,04:00–05:00,05:00–06:00,06:00–07:00,07:00–08:00,08:00–09:00,09:00–10:00,10:00–11:00,11:00–12:00,12:00–13:00,13:00–14:00,14:00–15:00,15:00–16:00,16:00–17:00,17:00–18:00,18:00–19:00,19:00–20:00,20:00–21:00,21:00–22:00,22:00–23:00,23:00–00:00
Tilburgseweg,departure,BICYCLE,665,0,0,0,0,0,0,0,0,0,1,25,77,112,142,124,51,58,29,31,15,0,0,0,0
A4,return,CAR,663,225,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,310
Eindhovenseweg,return,CAR,658,205,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,301
Eindhovenseweg,departure,CAR,651,0,0,0,0,0,0,0,0,0,0,0,1,21,97,153,125,83,69,33,42,25,2,0,0
A4,departure,CAR,646,0,0,0,0,0,0,0,0,0,0,1,20,93,149,120,86,73,49,23,29,3,0,0,0
Eindhovenseweg-Zuid,departure,WALK,639,0,0,0,0,0,0,0,0,0,0,0,5,31,117,131,117,83,68,32,31,24,0,0,0
Fietsrondje Geldrop-Mierlo,return,BICYCLE,627,216,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,282
Europalaan,departure,WALK,621,0,0,0,0,0,0,0,0,0,1,25,82,153,115,96,57,38,22,26,6,0,0,0,0
Kempenbaan,return,BICYCLE,619,193,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,300
Doctor Berlagelaan,departure,WALK,613,0,0,0,0,0,0,0,0,0,1,24,79,155,121,79,63,38,24,26,3,0,0,0,0
de Dieze,return,WALK,605,208,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,279
de Dieze,departure,WALK,602,0,0,0,0,0,0,0,0,0,0,4,40,84,108,116,69,65,53,35,20,8,0,0,0
Raadhuisstraat,return,BICYCLE,596,196,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,286
Sonseweg,departure,BICYCLE,595,0,0,0,0,0,0,0,0,0,4,17,57,112,98,116,74,56,30,17,13,1,0,0,0
Raadhuisstraat,departure,BICYCLE,589,0,0,0,0,0,0,0,0,0,1,26,70,103,123,105,45,47,28,28,13,0,0,0,0
Eisenhowerlaan,departure,CAR,588,0,0,0,0,0,0,0,0,0,0,0,0,9,78,112,126,89,66,48,30,26,4,0,0
Rootven,return,BICYCLE,587,190,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,285
Oirschotseweg,return,BICYCLE,587,190,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,285
Rootven,departure,BICYCLE,583,0,0,0,0,0,0,0,0,0,1,25,70,103,122,104,44,46,27,28,13,0,0,0,0
Oirschotseweg,departure,BICYCLE,583,0,0,0,0,0,0,0,0,0,1,25,70,103,122,104,44,46,27,28,13,0,0,0,0
Kanaaldijk Zuid,departure,BICYCLE,575,0,0,0,0,0,0,0,0,0,4,23,51,85,107,110,71,57,34,17,16,0,0,0,0
Nijmeegseweg,departure,CAR,574,0,0,0,0,0,0,0,0,0,0,0,12,71,117,99,86,77,43,37,28,4,0,0,0
Hoevense Kanaaldijk,return,BICYCLE,567,179,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,278
Fietsrondje Geldrop-Mierlo,departure,BICYCLE,566,0,0,0,0,0,0,0,0,0,0,5,17,46,132,101,85,71,44,22,32,11,0,0,0
Torentjeshoeve,return,BICYCLE,566,178,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,278
Hoevense Kanaaldijk,departure,BICYCLE,565,0,0,0,0,0,0,0,0,0,1,25,70,99,116,101,43,46,26,27,11,0,0,0,0
Oude Rijksweg,return,BICYCLE,565,189,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,268
Torentjeshoeve,departure,BICYCLE,564,0,0,0,0,0,0,0,0,0,1,25,70,99,116,100,43,46,26,27,11,0,0,0,0
Oude Rijksweg,departure,BICYCLE,564,0,0,0,0,0,0,0,0,0,4,14,52,102,96,108,73,55,30,16,13,1,0,0,0
Science Park Eindhoven,departure,WALK,563,0,0,0,0,0,0,0,0,0,0,1,8,46,124,133,89,70,35,27,26,4,0,0,0
Nijmeegseweg,return,CAR,555,198,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,261
Anthony Fokkerweg,departure,CAR,554,0,0,0,0,0,0,0,0,0,0,0,0,6,45,142,110,77,61,39,37,28,9,0,0
Koningshoeven,return,BICYCLE,548,173,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,268
Ringweg-Oost,return,CAR,542,166,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,261
Pleijweg,departure,CAR,541,0,0,0,0,0,0,0,0,0,0,0,12,71,112,90,80,75,39,34,26,2,0,0,0
N325,departure,CAR,541,0,0,0,0,0,0,0,0,0,0,0,12,71,112,90,80,75,39,34,26,2,0,0,0
Eisenhowerlaan,return,CAR,540,177,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,245
Eindhovenseweg-Zuid,return,WALK,536,162,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,272
Ringweg-Noord,return,CAR,536,163,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,259
IJsseloordweg,departure,CAR,531,0,0,0,0,0,0,0,0,0,0,0,12,71,107,89,78,74,38,34,26,2,0,0,0
Velperbroekcircuit,departure,CAR,531,0,0,0,0,0,0,0,0,0,0,0,12,71,107,89,78,74,38,34,26,2,0,0,0
Roosendaalseweg,return,CAR,530,175,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,251
Roosendaalsebaan,return,CAR,529,174,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,251
Bredasebaan,return,CAR,529,174,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,251
Roosendaalseweg,departure,CAR,527,0,0,0,0,0,0,0,0,0,0,1,18,76,114,99,68,65,42,21,23,0,0,0,0
Bredasebaan,departure,CAR,526,0,0,0,0,0,0,0,0,0,0,1,18,76,114,99,68,64,42,21,23,0,0,0,0
Pleijweg,return,CAR,526,185,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,249
IJsseloordweg,return,CAR,526,185,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,249
Roosendaalsebaan,departure,CAR,526,0,0,0,0,0,0,0,0,0,0,1,18,76,114,99,68,64,42,21,23,0,0,0,0
A32,departure,CAR,525,0,0,0,0,0,0,0,0,0,0,7,58,116,101,83,71,29,27,28,5,0,0,0,0
N270,departure,CAR,525,0,0,0,0,0,0,0,0,0,0,0,0,9,63,105,113,80,58,42,28,24,3,0,0
A270,departure,CAR,524,0,0,0,0,0,0,0,0,0,0,0,0,9,63,105,113,79,58,42,28,24,3,0,0
N332,return,CAR,524,173,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,237
Koppelstraat,departure,BICYCLE,521,0,0,0,0,0,0,0,0,0,3,10,42,92,88,106,69,53,29,16,12,1,0,0,0
Koppelstraat,return,BICYCLE,521,168,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,251
Vredeoord,return,WALK,518,181,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,234
Barrierweg,return,BICYCLE,515,169,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,246
Barrierweg,departure,BICYCLE,513,0,0,0,0,0,0,0,0,0,3,7,39,90,86,107,68,54,29,16,13,1,0,0,0
Ringweg-Noord,departure,CAR,513,0,0,0,0,0,0,0,0,0,0,4,28,94,124,96,50,53,29,21,12,2,0,0,0
Eindhovenseweg-Zuid,return,BICYCLE,513,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,247
Schansweg,return,BICYCLE,512,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,246
Sint-Oedenrodeseweg,return,BICYCLE,511,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,245
Kanterseveldenweg,return,BICYCLE,511,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,245
Ringweg,return,BICYCLE,511,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,245
N.C.B.-weg,departure,BICYCLE,511,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,68,53,29,16,13,1,0,0,0
Hooiweg,return,BICYCLE,511,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,245
Dazingstraat,return,BICYCLE,511,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,245
Vleutstraat,return,BICYCLE,511,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,245
Hamsestraat,return,BICYCLE,511,167,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,245
Jacob van Campenweg,return,WALK,511,176,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,232
Bezuidenhoutseweg,return,WALK,510,179,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,229
Hamsestraat,departure,BICYCLE,510,0,0,0,0,0,0,0,0,0,3,7,40,90,86,106,67,53,29,16,12,1,0,0,0
A32,return,CAR,510,155,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,250
Ringweg,departure,BICYCLE,510,0,0,0,0,0,0,0,0,0,3,7,39,90,87,106,67,53,29,16,12,1,0,0,0
Schansweg,departure,BICYCLE,510,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,17,12,1,0,0,0
Hooiweg,departure,BICYCLE,509,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,16,12,1,0,0,0
Kanterseveldenweg,departure,BICYCLE,509,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,16,12,1,0,0,0
Boslaan-Zuid,departure,BICYCLE,509,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,16,12,1,0,0,0
Sint-Oedenrodeseweg,departure,BICYCLE,509,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,16,12,1,0,0,0
Hogekampenweg,departure,BICYCLE,509,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,16,12,1,0,0,0
Oude Sonsedijk,departure,BICYCLE,509,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,16,12,1,0,0,0
Vleutstraat,departure,BICYCLE,509,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,16,12,1,0,0,0
Dazingstraat,departure,BICYCLE,509,0,0,0,0,0,0,0,0,0,3,7,39,90,86,106,67,53,29,16,12,1,0,0,0
Esscheweg,return,BICYCLE,508,166,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,243
Esscheweg,departure,BICYCLE,506,0,0,0,0,0,0,0,0,0,3,7,38,90,86,106,66,52,29,16,12,1,0,0,0
Kanaaldijk Noord,departure,BICYCLE,504,0,0,0,0,0,0,0,0,0,4,26,51,75,85,92,62,48,33,15,13,0,0,0,0
Kanaaldijk Zuid,return,BICYCLE,504,172,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,232
Jacob Frankaertweg,return,WALK,502,174,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,226
Stadhuisplein,return,BICYCLE,501,158,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,249
Huizingalaan,return,WALK,499,184,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,224
A270,return,CAR,495,155,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,228
N270,return,CAR,495,155,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,228
Ekkersrijt,departure,BICYCLE,492,0,0,0,0,0,0,0,0,0,4,23,47,72,86,88,63,47,32,15,13,2,0,0,0
Slowlane - Hoofdroute,return,BICYCLE,489,151,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,237
Bataweg,return,WALK,486,166,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,238
Houtense brug,departure,BICYCLE,484,0,0,0,0,0,0,0,0,0,4,23,47,72,83,88,62,46,32,14,13,0,0,0,0
Kempenbaan,departure,BICYCLE,483,0,0,0,0,0,0,0,0,0,1,22,60,82,97,80,42,41,22,22,12,2,0,0,0
Bataweg,departure,WALK,483,0,0,0,0,0,0,0,0,0,0,4,40,81,91,90,50,49,33,27,14,4,0,0,0
Vredeoord,departure,WALK,480,0,0,0,0,0,0,0,0,0,0,5,52,106,106,77,49,33,29,19,4,0,0,0,0
Rondje Eindhoven - Aanrijdroute West,return,WALK,480,160,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,232
Kloosterdreef,return,WALK,474,133,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,252
Mattemburghweg,return,CAR,474,162,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,221
Zeelandweg,return,CAR,474,162,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,221
Bezuidenhoutseweg,departure,WALK,471,0,0,0,0,0,0,0,0,0,0,5,52,106,105,76,47,32,26,18,4,0,0,0,0
Mattemburghweg,departure,CAR,471,0,0,0,0,0,0,0,0,0,0,1,18,74,101,82,64,58,37,14,22,0,0,0,0
Zeelandweg,departure,CAR,471,0,0,0,0,0,0,0,0,0,0,1,18,74,101,82,64,58,37,14,22,0,0,0,0
De Ketting,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
Munsel,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
De la Salle woongroep Linde,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
Schuttershof,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
De Doelen,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
Munselse Hoeve,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
Selissen,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
Weikespad,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
De Schutsboom,return,BICYCLE,468,158,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217
Brederodeweg,departure,BICYCLE,466,0,0,0,0,0,0,0,0,0,3,7,34,84,82,97,61,46,26,16,9,1,0,0,0
Jacob van Campenweg,departure,WALK,462,0,0,0,0,0,0,0,0,0,0,5,51,103,104,75,47,29,29,17,2,0,0,0,0
Jacob Frankaertweg,departure,WALK,455,0,0,0,0,0,0,0,0,0,0,5,51,103,102,74,46,29,26,17,2,0,0,0,0
Huizingalaan,departure,WALK,455,0,0,0,0,0,0,0,0,0,0,13,38,100,85,69,62,37,19,22,9,1,0,0,0
Stadhuisplein,departure,BICYCLE,452,0,0,0,0,0,0,0,0,0,2,24,60,70,88,84,41,37,25,12,5,4,0,0,0
Ringweg-Zuid,departure,CAR,449,0,0,0,0,0,0,0,0,0,0,4,24,85,117,74,45,43,23,20,13,1,0,0,0
Nieuwstraat,departure,BICYCLE,448,0,0,0,0,0,0,0,0,0,4,15,31,57,80,89,59,48,34,14,16,1,0,0,0
Coentunnelweg,return,CAR,447,135,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,216
Bosscheweg,departure,BICYCLE,446,0,0,0,0,0,0,0,0,0,3,7,35,76,82,97,56,42,24,18,6,0,0,0,0
Bosscheweg,return,BICYCLE,446,156,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,204
Kruisstraat,return,WALK,444,124,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,233
Ringweg-West,departure,CAR,443,0,0,0,0,0,0,0,0,0,0,4,24,85,114,73,44,43,23,19,13,1,0,0,0
Hoofdweg,return,CAR,440,174,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,196
Atrechtlaan,return,WALK,437,164,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,195
Perron F,departure,WALK,434,0,0,0,0,0,0,0,0,0,0,0,12,45,110,91,60,54,22,21,19,0,0,0,0
Rijssellaan,return,WALK,434,163,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,194
Chartreslaan,return,WALK,434,163,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,194
Kanaaldijk Noord,return,BICYCLE,432,148,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,203
Eerste Coentunnel,departure,CAR,427,0,0,0,0,0,0,0,0,0,0,4,24,83,110,69,41,42,23,19,11,1,0,0,0
Hulst,return,BICYCLE,426,156,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,181
Rondje Eindhoven - Aanrijdroute West,departure,WALK,425,0,0,0,0,0,0,0,0,0,0,8,43,112,89,60,49,22,21,11,10,0,0,0,0
Koningshoeven,departure,BICYCLE,423,0,0,0,0,0,0,0,0,0,1,22,60,73,87,66,37,33,17,19,8,0,0,0,0
Ekkersrijt,return,BICYCLE,418,146,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,192
Coentunnelweg,departure,CAR,417,0,0,0,0,0,0,0,0,0,0,4,24,83,108,69,39,41,22,17,10,0,0,0,0
Houtense brug,return,BICYCLE,412,142,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,191
Hal,return,BICYCLE,409,143,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,184
Boxtelseweg,return,BICYCLE,409,143,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,184
Artoislaan,return,WALK,409,155,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,183
Doctor Cuyperslaan,return,WALK,407,116,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,216
Insulindeplein,departure,CAR,406,0,0,0,0,0,0,0,0,0,0,0,0,9,42,88,91,47,47,28,25,23,6,0,0
de Hooge Akker,return,BICYCLE,406,152,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,168
Boxtelseweg,departure,BICYCLE,405,0,0,0,0,0,0,0,0,0,3,7,34,73,71,85,53,38,21,15,5,0,0,0,0
Hal,departure,BICYCLE,405,0,0,0,0,0,0,0,0,0,3,7,34,73,71,85,53,38,21,15,5,0,0,0,0
N396,departure,CAR,402,0,0,0,0,0,0,0,0,0,0,0,1,18,75,93,76,57,32,20,22,8,0,0,0
Gijzenrooiseweg,return,BICYCLE,402,148,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,168
Slowlane - Hoofdroute,departure,BICYCLE,401,0,0,0,0,0,0,0,0,0,1,2,9,38,95,78,53,39,38,16,24,8,0,0,0
Maurickplein,return,BICYCLE,401,139,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,181
Taalstraat,return,BICYCLE,401,139,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,181
Kloosterdreef,departure,WALK,398,0,0,0,0,0,0,0,0,0,1,17,58,94,78,51,40,23,15,18,3,0,0,0,0
Taalstraat,departure,BICYCLE,398,0,0,0,0,0,0,0,0,0,3,7,33,73,70,83,52,37,21,14,5,0,0,0,0
Maurickplein,departure,BICYCLE,398,0,0,0,0,0,0,0,0,0,3,7,33,73,70,83,52,37,21,14,5,0,0,0,0
Kronehoefstraat,return,WALK,397,112,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,211
Atrechtlaan,departure,WALK,396,0,0,0,0,0,0,0,0,0,0,13,38,96,76,55,50,29,16,18,5,0,0,0,0
Hoofdweg,departure,CAR,396,0,0,0,0,0,0,0,0,0,0,4,43,62,90,59,51,31,31,13,10,2,0,0,0
Chartreslaan,departure,WALK,393,0,0,0,0,0,0,0,0,0,0,13,38,96,74,55,50,29,16,18,4,0,0,0,0
Woenselse Markt,return,WALK,393,111,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,209
Rijssellaan,departure,WALK,393,0,0,0,0,0,0,0,0,0,0,13,38,96,74,55,50,29,16,18,4,0,0,0,0
Winston Churchilllaan,return,WALK,387,152,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,172
Broekstraat,departure,BICYCLE,385,0,0,0,0,0,0,0,0,0,2,13,38,48,84,58,50,44,20,11,14,3,0,0,0
Kruisstraat,departure,WALK,378,0,0,0,0,0,0,0,0,0,1,16,58,94,71,50,34,20,15,17,2,0,0,0,0
Rondweg,return,CAR,377,128,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,179
Rondje Eindhoven - Aanrijdroute West,departure,BICYCLE,375,0,0,0,0,0,0,0,0,0,1,2,8,38,80,83,47,40,32,18,16,10,0,0,0
Parallelweg,return,BICYCLE,374,136,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,168
Artoislaan,departure,WALK,373,0,0,0,0,0,0,0,0,0,0,13,38,92,71,51,46,28,14,17,3,0,0,0,0
Winston Churchilllaan,departure,WALK,373,0,0,0,0,0,0,0,0,0,0,13,39,92,68,55,44,27,17,16,2,0,0,0,0
Nieuwstraat,return,BICYCLE,372,122,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,179
E233,return,CAR,371,117,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,179
A37,return,CAR,370,117,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,179
Ringbaan-Oost,departure,BICYCLE,366,0,0,0,0,0,0,0,0,0,1,22,60,61,75,54,32,27,15,13,6,0,0,0,0
Fietsroute 2,departure,BICYCLE,365,0,0,0,0,0,0,0,0,0,1,22,60,61,75,54,32,26,15,13,6,0,0,0,0
E233,departure,CAR,365,0,0,0,0,0,0,0,0,0,0,5,52,74,87,50,40,26,16,13,2,0,0,0,0
A37,departure,CAR,363,0,0,0,0,0,0,0,0,0,0,5,52,74,87,50,39,25,16,13,2,0,0,0,0
Kruisstraattunnel,return,WALK,363,101,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,196
Elburglaan,return,WALK,362,133,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,154
Brugstraat,departure,BICYCLE,361,0,0,0,0,0,0,0,0,0,3,20,39,53,70,58,48,32,20,7,11,0,0,0,0
Jeroen Boschlaan,departure,CAR,361,0,0,0,0,0,0,0,0,0,0,0,0,7,38,81,80,43,42,25,21,19,5,0,0
Beekseweg,departure,BICYCLE,358,0,0,0,0,0,0,0,0,0,3,13,32,48,63,71,46,40,25,8,9,0,0,0,0
Rondweg,departure,CAR,358,0,0,0,0,0,0,0,0,0,0,1,30,65,69,62,49,34,22,13,7,6,0,0,0
de Hooge Akker,departure,BICYCLE,356,0,0,0,0,0,0,0,0,0,1,8,12,39,66,73,44,49,31,11,20,2,0,0,0
Beekseweg,return,BICYCLE,356,119,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,168
Jeroen Boschlaan,return,CAR,350,112,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,167
N33,return,CAR,350,140,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,139
Gijzenrooiseweg,departure,BICYCLE,347,0,0,0,0,0,0,0,0,0,1,8,12,39,65,70,41,47,31,11,20,2,0,0,0
N33,departure,CAR,345,0,0,0,0,0,0,0,0,0,0,13,58,83,74,48,29,11,17,12,0,0,0,0,0
Hugo van der Goeslaan,departure,CAR,342,0,0,0,0,0,0,0,0,0,0,0,0,7,37,75,74,39,42,24,20,19,5,0,0
Welschappad,return,WALK,341,112,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,173
Ringbaan-Zuid,return,BICYCLE,341,110,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,169
Welschappad,departure,WALK,338,0,0,0,0,0,0,0,0,0,0,4,35,67,71,57,28,31,23,16,4,2,0,0,0
Doctor Cuyperslaan,departure,WALK,338,0,0,0,0,0,0,0,0,0,1,16,51,83,64,41,33,18,12,17,2,0,0,0,0
Ringbaan-Zuid,departure,BICYCLE,338,0,0,0,0,0,0,0,0,0,1,22,52,61,64,54,29,25,15,10,5,0,0,0,0
A35,return,CAR,335,108,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,143
Elburglaan,departure,WALK,334,0,0,0,0,0,0,0,0,0,0,4,40,69,78,56,37,21,19,8,2,0,0,0,0
Kronehoefstraat,departure,WALK,334,0,0,0,0,0,0,0,0,0,1,16,51,80,64,39,32,20,12,17,2,0,0,0,0
Geldropseweg,departure,CAR,333,0,0,0,0,0,0,0,0,0,0,0,0,6,35,71,69,46,44,18,23,18,3,0,0
Fietsroute 9,return,BICYCLE,332,107,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,165
Kadebrug,departure,CAR,331,0,0,0,0,0,0,0,0,0,0,0,0,7,37,73,70,39,40,23,20,18,4,0,0
Hugo van der Goeslaan,return,CAR,330,104,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,157
Kanaaldijk,departure,WALK,330,0,0,0,0,0,0,0,0,0,0,0,0,12,51,62,68,40,42,21,20,14,0,0,0
A9,return,CAR,329,119,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,142
Woenselse Markt,departure,WALK,329,0,0,0,0,0,0,0,0,0,1,16,51,80,63,39,31,17,12,17,2,0,0,0,0
Kadebrug,return,CAR,326,101,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,156
A9,departure,CAR,325,0,0,0,0,0,0,0,0,0,0,0,11,53,73,68,54,32,10,19,5,0,0,0,0
