road,direction,mode,total_uses,00:00–01:00,01:00–02:00,03:00–04:00,07:00–08:00,08:00–09:00,09:00–10:00,10:00–11:00,11:00–12:00,12:00–13:00,13:00–14:00,14:00–15:00,15:00–16:00,16:00–17:00,17:00–18:00,18:00–19:00,19:00–20:00,20:00–21:00,21:00–22:00,22:00–23:00,23:00–00:00
Boschdijk,departure,WALK,16,0,0,0,0,0,0,1,3,2,2,3,3,0,1,1,0,0,0,0,0
de Dieze,departure,WALK,16,0,0,0,0,0,0,0,0,3,5,5,0,2,0,0,1,0,0,0,0
de Dieze,return,WALK,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Bosscheweg,departure,BICYCLE,15,0,0,0,0,0,0,1,4,5,1,2,0,1,1,0,0,0,0,0,0
N270,departure,CAR,15,0,0,0,0,0,0,0,0,0,1,4,2,2,2,0,1,3,0,0,0
Doctor Berlagelaan,departure,WALK,15,0,0,0,0,0,1,2,2,4,2,1,1,1,0,1,0,0,0,0,0
Boxtelseweg,departure,BICYCLE,15,0,0,0,0,0,0,1,4,5,1,2,0,1,1,0,0,0,0,0,0
Europalaan,return,WALK,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
Nijmeegseweg,return,CAR,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Stichtseweg,departure,CAR,15,0,0,0,0,0,0,0,1,1,4,1,2,4,1,1,0,0,0,0,0
Pleijweg,return,CAR,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Stichtse Brug,departure,CAR,15,0,0,0,0,0,0,0,1,1,4,1,2,4,1,1,0,0,0,0,0
IJsseloordweg,return,CAR,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
A270,departure,CAR,15,0,0,0,0,0,0,0,0,0,1,4,2,2,2,0,1,3,0,0,0
Hal,departure,BICYCLE,15,0,0,0,0,0,0,1,4,5,1,2,0,1,1,0,0,0,0,0,0
Kanaaldijk Noord,departure,BICYCLE,15,0,0,0,0,0,0,1,2,1,3,3,1,1,3,0,0,0,0,0,0
Raadhuisstraat,departure,BICYCLE,15,0,0,0,0,0,0,1,0,1,3,5,2,3,0,0,0,0,0,0,0
Raadhuisstraat,return,BICYCLE,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Kanaaldijk Noord,return,BICYCLE,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Boxtelseweg,return,BICYCLE,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Slowlane - Hoofdroute,return,BICYCLE,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Bosscheweg,return,BICYCLE,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Hal,return,BICYCLE,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Houtense brug,departure,BICYCLE,14,0,0,0,0,0,0,1,2,1,3,2,1,1,3,0,0,0,0,0,0
Nieuwstraat,departure,BICYCLE,14,0,0,0,0,0,0,1,1,1,2,3,2,1,3,0,0,0,0,0,0
Oirschotseweg,departure,BICYCLE,14,0,0,0,0,0,0,1,0,1,3,5,2,2,0,0,0,0,0,0,0
Hoevense Kanaaldijk,departure,BICYCLE,14,0,0,0,0,0,0,1,0,1,3,5,2,2,0,0,0,0,0,0,0
Ekkersrijt,departure,BICYCLE,14,0,0,0,0,0,0,1,2,1,3,2,1,1,3,0,0,0,0,0,0
Rootven,departure,BICYCLE,14,0,0,0,0,0,0,1,0,1,3,5,2,2,0,0,0,0,0,0,0
Torentjeshoeve,departure,BICYCLE,14,0,0,0,0,0,0,1,0,1,3,5,2,2,0,0,0,0,0,0,0
Kanaaldijk Zuid,departure,BICYCLE,14,0,0,0,0,0,0,1,2,1,3,2,1,1,3,0,0,0,0,0,0
Torentjeshoeve,return,BICYCLE,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Rootven,return,BICYCLE,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Ekkersrijt,return,BICYCLE,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Kanaaldijk Zuid,return,BICYCLE,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
A1,departure,CAR,14,0,0,0,0,0,0,0,1,1,2,6,1,1,2,0,0,0,0,0,0
Houtense brug,return,BICYCLE,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Kloosterdreef,return,WALK,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
Bataweg,departure,WALK,14,0,0,0,0,0,0,0,0,3,4,4,0,2,0,0,1,0,0,0,0
Hoevense Kanaaldijk,return,BICYCLE,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Oirschotseweg,return,BICYCLE,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Eisenhowerlaan,return,CAR,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Ring Almere,departure,CAR,13,0,0,0,0,0,0,0,1,1,4,1,2,2,1,1,0,0,0,0,0
Stationspassage,departure,WALK,13,0,0,0,0,0,0,0,2,3,4,2,0,0,0,2,0,0,0,0,0
Kempenbaan,return,BICYCLE,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Nieuwstraat,return,BICYCLE,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Koningshoeven,return,BICYCLE,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Maurickplein,departure,BICYCLE,13,0,0,0,0,0,0,1,3,5,1,2,0,0,1,0,0,0,0,0,0
Bataweg,return,WALK,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Slowlane - Hoofdroute,departure,BICYCLE,13,0,0,0,0,0,0,0,0,3,2,3,1,0,1,1,1,1,0,0,0
Taalstraat,departure,BICYCLE,13,0,0,0,0,0,0,1,3,5,1,2,0,0,1,0,0,0,0,0,0
Kanaaldijk-Zuid,return,BICYCLE,13,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Anthony Fokkerweg,departure,CAR,13,0,0,0,0,0,0,0,0,0,1,2,2,5,1,1,0,1,0,0,0
Nijmeegseweg,departure,CAR,13,0,0,0,0,0,0,0,1,2,4,2,0,3,0,1,0,0,0,0,0
IJsseloordweg,departure,CAR,13,0,0,0,0,0,0,0,1,2,4,2,0,3,0,1,0,0,0,0,0
Velperbroekcircuit,departure,CAR,13,0,0,0,0,0,0,0,1,2,4,2,0,3,0,1,0,0,0,0,0
Pleijweg,departure,CAR,13,0,0,0,0,0,0,0,1,2,4,2,0,3,0,1,0,0,0,0,0
Parallelweg,return,BICYCLE,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Maurickplein,return,BICYCLE,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
N325,departure,CAR,13,0,0,0,0,0,0,0,1,2,4,2,0,3,0,1,0,0,0,0,0
Taalstraat,return,BICYCLE,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Kanaaldijk,departure,WALK,13,0,0,0,0,0,0,0,0,1,1,4,2,2,1,0,0,2,0,0,0
Achterbosch,return,BICYCLE,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Aarleseweg,return,BICYCLE,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Stadse Kanaaldijk,return,BICYCLE,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Deense Hoek,return,BICYCLE,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Beekseweg,return,BICYCLE,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Ringweg-Noord,departure,CAR,12,0,0,0,0,0,0,0,1,1,1,3,3,0,1,2,0,0,0,0,0
Vestdijk,return,BICYCLE,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Vestdijktunnel,return,BICYCLE,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Kruisstraat,return,WALK,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
A1,return,CAR,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Rondje Eindhoven - Aanrijdroute West,return,WALK,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Stadse Kanaaldijk,departure,BICYCLE,12,0,0,0,0,0,0,1,1,1,2,2,1,1,3,0,0,0,0,0,0
Lange Dreven,departure,BICYCLE,12,0,0,0,0,0,0,1,1,1,2,2,1,1,3,0,0,0,0,0,0
Stichtseweg,return,CAR,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
N270,return,CAR,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
A270,return,CAR,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Stichtse Brug,return,CAR,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Lange Dreven,return,BICYCLE,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Stad van Gerwen,return,BICYCLE,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Beekseweg,departure,BICYCLE,12,0,0,0,0,0,0,1,1,1,2,2,1,1,3,0,0,0,0,0,0
Stad van Gerwen,departure,BICYCLE,12,0,0,0,0,0,0,1,1,1,2,2,1,1,3,0,0,0,0,0,0
Achterbosch,departure,BICYCLE,12,0,0,0,0,0,0,1,1,1,2,2,1,1,3,0,0,0,0,0,0
Deense Hoek,departure,BICYCLE,12,0,0,0,0,0,0,1,1,1,2,2,1,1,3,0,0,0,0,0,0
Sterrebosweg,departure,BICYCLE,11,0,0,0,0,0,0,1,3,4,0,2,0,0,1,0,0,0,0,0,0
Stationsplein,departure,WALK,11,0,0,0,0,0,0,3,3,1,1,2,0,1,0,0,0,0,0,0,0
Bredasebaan,return,CAR,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
A4,return,CAR,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
A4,departure,CAR,11,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,3,0,0,0,0
Bredasebaan,departure,CAR,11,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,3,0,0,0,0
Paardensteeg,departure,BICYCLE,11,0,0,0,0,0,0,1,3,4,0,2,0,0,1,0,0,0,0,0,0
Eindhovenseweg-Zuid,return,WALK,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Kronehoefstraat,return,WALK,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Europalaan,departure,WALK,11,0,0,0,0,0,1,1,0,4,1,2,1,0,0,1,0,0,0,0,0
Huizingalaan,return,WALK,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Rondje Eindhoven - Aanrijdroute West,departure,BICYCLE,11,0,0,0,0,0,0,0,0,4,1,3,0,0,1,1,0,1,0,0,0
Sterrebosweg,return,BICYCLE,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Roosendaalsebaan,return,CAR,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Roosendaalseweg,return,CAR,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Roosendaalseweg,departure,CAR,11,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,3,0,0,0,0
A6,departure,CAR,11,0,0,0,0,0,0,0,1,1,3,1,2,2,0,1,0,0,0,0,0
Roosendaalsebaan,departure,CAR,11,0,0,0,0,0,0,0,0,1,2,3,0,1,1,0,3,0,0,0,0
Doctor Cuyperslaan,return,WALK,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Paardensteeg,return,BICYCLE,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Ringweg-Zuid,departure,CAR,10,0,0,0,0,0,0,0,1,1,1,1,4,0,0,2,0,0,0,0,0
Woenselse Markt,return,WALK,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Huizingalaan,departure,WALK,10,0,0,0,0,0,0,0,2,2,3,2,1,0,0,0,0,0,0,0,0
F59,return,BICYCLE,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Ringweg-West,departure,CAR,10,0,0,0,0,0,0,0,1,1,1,1,4,0,0,2,0,0,0,0,0
John F. Kennedylaan,return,CAR,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,departure,WALK,10,0,0,0,0,0,2,0,3,2,1,0,1,1,0,0,0,0,0,0,0
Stationsstraat,return,BICYCLE,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Tongelresestraat,return,WALK,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Randweg,return,CAR,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Kruisstraat,departure,WALK,10,0,0,0,0,0,1,1,0,5,1,1,0,0,0,1,0,0,0,0,0
A32,departure,CAR,10,0,0,0,0,0,0,0,1,1,2,0,2,2,1,1,0,0,0,0,0
Oranjelaan,departure,BICYCLE,10,0,0,0,0,0,0,0,1,0,2,2,1,1,3,0,0,0,0,0,0
Kloosterdreef,departure,WALK,10,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,0,0,0,0,0
Jacob Frankaertweg,return,WALK,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Jacob van Campenweg,return,WALK,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Bezuidenhoutseweg,return,WALK,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
N396,departure,CAR,10,0,0,0,0,0,0,0,0,1,1,3,1,0,1,2,1,0,0,0,0
de Hooge Akker,departure,BICYCLE,10,0,0,0,0,0,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0
Kruisstraattunnel,return,WALK,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
Ring Almere,return,CAR,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
A7,return,CAR,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
E22,return,CAR,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Welschappad,departure,WALK,10,0,0,0,0,0,0,0,0,3,3,3,0,1,0,0,0,0,0,0,0
Wilhelminaweg,departure,BICYCLE,10,0,0,0,0,0,0,0,1,0,2,2,1,1,3,0,0,0,0,0,0
Aarleseweg,departure,BICYCLE,10,0,0,0,0,0,0,0,1,0,2,2,1,1,3,0,0,0,0,0,0
Laarweg,departure,BICYCLE,10,0,0,0,0,0,0,0,1,0,2,2,1,1,3,0,0,0,0,0,0
Torenstraat,departure,BICYCLE,10,0,0,0,0,0,0,1,3,3,0,1,1,0,1,0,0,0,0,0,0
F59,departure,BICYCLE,10,0,0,0,0,0,0,1,3,3,1,1,0,0,1,0,0,0,0,0,0
Vredeoord,return,WALK,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
de Hooge Akker,return,BICYCLE,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Monseigneur Diepenstraat,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
van Berckelstraat,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Rompertsebaan,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Gijzenrooiseweg,departure,BICYCLE,9,0,0,0,0,0,0,0,2,0,4,1,0,0,2,0,0,0,0,0,0
Ei van Sint Joost,departure,CAR,9,0,0,0,0,0,0,0,0,1,1,3,1,0,0,2,1,0,0,0,0
Doctor Cuyperslaan,departure,WALK,9,0,0,0,0,0,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0
Spoorlaan,departure,BICYCLE,9,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,0,0,0
Welschappad,return,WALK,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Klokkengietersstraat,departure,BICYCLE,9,0,0,0,0,0,0,0,1,0,2,1,1,1,3,0,0,0,0,0,0
Stadhuisplein,departure,BICYCLE,9,0,0,0,0,0,0,1,0,3,1,3,0,0,1,0,0,0,0,0,0
Parallelweg,departure,BICYCLE,9,0,0,0,0,0,0,1,1,1,1,2,1,1,0,0,1,0,0,0,0
Jan Schöfferlaan,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Jacob Frankaertweg,departure,WALK,9,0,0,0,0,0,0,0,1,2,0,2,3,0,0,1,0,0,0,0,0
Bezuidenhoutseweg,departure,WALK,9,0,0,0,0,0,0,0,1,2,0,2,3,0,0,1,0,0,0,0,0
Jacob van Campenweg,departure,WALK,9,0,0,0,0,0,0,0,1,2,0,2,3,0,0,1,0,0,0,0,0
Vestdijktunnel,return,WALK,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
N332,return,CAR,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Jan de la Barlaan,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Sint Josephstraat,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Kapelaan Koopmansplein,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Oude Dieze,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Parade,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Kardinaal van Rossumplein,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Peperstraat,departure,BICYCLE,9,0,0,0,0,0,0,1,3,3,0,1,0,0,1,0,0,0,0,0,0
Stationsstraat,departure,BICYCLE,9,0,0,0,0,0,0,0,1,2,3,2,0,0,1,0,0,0,0,0,0
Sint Josephstraat,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Torenstraat,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Oude Dieze,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Jan Schöfferlaan,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Rompertsebaan,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Jan de la Barlaan,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Kardinaal van Rossumplein,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Triniteitstraat,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Monseigneur Diepenstraat,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
van Berckelstraat,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Wilhelminaweg,return,BICYCLE,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Ringbaan-Oost,return,BICYCLE,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Spoorlaan,return,BICYCLE,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Eerste Coentunnel,departure,CAR,9,0,0,0,0,0,0,0,1,1,1,1,3,0,0,2,0,0,0,0,0
Rondje Eindhoven - Aanrijdroute West,departure,WALK,9,0,0,0,0,0,0,1,2,1,4,1,0,0,0,0,0,0,0,0,0
Ei van Sint Joost,return,CAR,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Vredeoord,departure,WALK,9,0,0,0,0,0,0,0,1,2,0,2,3,0,0,1,0,0,0,0,0
Laarweg,return,BICYCLE,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stadhuisplein,return,BICYCLE,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Parade,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Kapelaan Koopmansplein,return,BICYCLE,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Havenweg,departure,BICYCLE,8,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,0,0,0,0
Piet van Bokhovenpad,departure,BICYCLE,8,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,0,0,0,0
Hooijdonk,return,WALK,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Fietsrondje Geldrop-Mierlo,departure,BICYCLE,8,0,0,0,0,0,0,0,0,1,3,0,2,1,1,0,0,0,0,0,0
Hasselterweg,departure,CAR,8,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0
Weg der Verenigde Naties,departure,CAR,8,0,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,0,0
Broekstraat,departure,BICYCLE,8,0,0,0,0,0,0,1,0,2,2,0,2,1,0,0,0,0,0,0,0
Janus Meulendijkspad,departure,BICYCLE,8,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,0,0,0,0,0
A18,departure,CAR,8,0,0,0,0,0,0,0,1,1,2,2,0,2,0,0,0,0,0,0,0
Randweg,departure,CAR,8,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,0,0
Atrechtlaan,return,WALK,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Unknown,return,WALK,8,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,departure,WALK,8,0,0,0,0,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0
Mattemburghweg,departure,CAR,8,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,3,0,0,0,0
Fietsrondje Geldrop-Mierlo,return,BICYCLE,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Gijzenrooiseweg,return,BICYCLE,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zeelandweg,departure,CAR,8,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,3,0,0,0,0
Kruisstraattunnel,departure,WALK,8,0,0,0,0,0,1,1,0,4,1,0,0,0,0,1,0,0,0,0,0
Kronehoefstraat,departure,WALK,8,0,0,0,0,0,1,1,0,4,1,0,0,0,0,1,0,0,0,0,0
Woenselse Markt,departure,WALK,8,0,0,0,0,0,1,1,0,4,1,0,0,0,0,1,0,0,0,0,0
Rijssellaan,return,WALK,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Tongelresestraat,departure,WALK,8,0,0,0,0,0,1,1,0,3,0,2,0,0,0,1,0,0,0,0,0
Hooidonk,return,WALK,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Chartreslaan,return,WALK,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
A18,return,CAR,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Vestdijk,return,WALK,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Geldropseweg,return,WALK,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Vensedijk,departure,WALK,8,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0
A6,return,CAR,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
Mattemburghweg,return,CAR,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Zeelandweg,return,CAR,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Coentunnelweg,departure,CAR,8,0,0,0,0,0,0,0,1,1,1,1,2,0,0,2,0,0,0,0,0
Winston Churchilllaan,departure,WALK,8,0,0,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0
Hooijdonk,departure,WALK,8,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,1,0,0,0,0
Hooidonk,departure,WALK,8,0,0,0,0,0,0,0,1,2,0,2,1,1,0,0,1,0,0,0,0
Weg der Verenigde Naties,return,CAR,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Fellenoordpad,return,WALK,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Sterrenlaan,return,BICYCLE,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Janus Meulendijkspad,return,BICYCLE,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Piet van Bokhovenpad,return,BICYCLE,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Klokkengietersstraat,return,BICYCLE,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Havenweg,return,BICYCLE,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Middenweg,return,CAR,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middenweg,departure,CAR,7,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0
Kempenbaan,return,CAR,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Vensedijk,return,WALK,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Ringweg-Noord,return,CAR,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Ringweg-Oost,return,CAR,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Eikelkampen,return,WALK,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Insulindeplein,departure,CAR,7,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,0,0,0
Rijssellaan,departure,WALK,7,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0
Chartreslaan,departure,WALK,7,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0
Eikelkampen,departure,WALK,7,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,0,0,0
